FID,ogc_fid,institution,campus_name,address1,address2,suburb,state,postcode,country,street_address,provider_type,latitude,longitude,wkb_geometry
aurin_national_education_dataset_universities_2018.1,1,Australian Catholic University,North Sydney (MacKillop),,40 Edward Street,NORTH SYDNEY,NSW,2060,Australia,"40 Edward Street,NORTH SYDNEY,NSW,2060,Australia",University,-33.8373959,151.2034248,MULTIPOINT ((-33.8373959 151.2034248))
aurin_national_education_dataset_universities_2018.2,2,Australian Catholic University,Strathfield (Mount Saint Mary),,25A Barker Road,STRATHFIELD,NSW,2135,Australia,"25A Barker Road,STRATHFIELD,NSW,2135,Australia",University,-33.8761164,151.0762594,MULTIPOINT ((-33.8761164 151.0762594))
aurin_national_education_dataset_universities_2018.3,3,Australian Catholic University,Canberra (Signadou),,223 Antill Street,WATSON,ACT,2602,Australia,"223 Antill Street,WATSON,ACT,2602,Australia",University,-35.2457237,149.1553525,MULTIPOINT ((-35.2457237 149.1553525))
aurin_national_education_dataset_universities_2018.4,4,Australian Catholic University,Melbourne (St Patrick's),,115 Victoria Parade,FITZROY,VIC,3065,Australia,"115 Victoria Parade,FITZROY,VIC,3065,Australia",University,-37.8074982,144.9778998,MULTIPOINT ((-37.8074982 144.9778998))
aurin_national_education_dataset_universities_2018.5,5,Australian Catholic University,Ballarat (Aquinas),,1200 Mair Street,BALLARAT,VIC,3350,Australia,"1200 Mair Street,BALLARAT,VIC,3350,Australia",University,-37.5572608,143.8436351,MULTIPOINT ((-37.5572608 143.8436351))
aurin_national_education_dataset_universities_2018.6,6,Australian Catholic University,Ararat Hospital,,Girdlestone St,ARARAT,VIC,3377,Australia,"Girdlestone St,ARARAT,VIC,3377,Australia",University,-37.2794987,142.9323255,MULTIPOINT ((-37.2794987 142.9323255))
aurin_national_education_dataset_universities_2018.7,7,Australian Catholic University,Brisbane (McAuley at Banyo),,1100 Nudgee Road,BANYO,QLD,4014,Australia,"1100 Nudgee Road,BANYO,QLD,4014,Australia",University,-27.3784269,153.0899136,MULTIPOINT ((-27.378426899999997 153.0899136))
aurin_national_education_dataset_universities_2018.8,8,Australian Catholic University,Adelaide (St Francis),,116 George Street,THEBARTON,SA,5031,Australia,"116 George Street,THEBARTON,SA,5031,Australia",University,-34.9194746,138.5697531,MULTIPOINT ((-34.9194746 138.5697531))
aurin_national_education_dataset_universities_2018.9,9,Australian National University,North Australia Research Unit,,23 Ellengowan Dr,BRINKIN,NT,810,Australia,"23 Ellengowan Dr, BRINKIN, NT, 810, Australia",University,-12.3698318,130.8715435,MULTIPOINT ((-12.3698318 130.8715435))
aurin_national_education_dataset_universities_2018.10,10,Australian National University,Siding Spring Observatory,,Observatory Rd,COONABARABRAN,NSW,2357,Australia,"Observatory Rd, COONABARABRAN, NSW, 2357, Australia",University,-31.274878,149.068418,MULTIPOINT ((-31.274878 149.068418))
aurin_national_education_dataset_universities_2018.11,11,Australian National University,Kioloa,,496 Murramarang Rd,KIOLOA,NSW,2539,Australia,"496 Murramarang Rd, KIOLOA, NSW, 2539, Australia",University,-35.544884,150.380816,MULTIPOINT ((-35.544883999999996 150.38081599999998))
aurin_national_education_dataset_universities_2018.12,12,Australian National University,Canberra,Student Central at ANU Student Exchange Building,121 Marcus Clarke Street,CANBERRA,ACT,2601,Australia,"121 Marcus Clarke Street,CANBERRA,ACT,2601,Australia",University,-35.27806,149.1260511,MULTIPOINT ((-35.27806 149.1260511))
aurin_national_education_dataset_universities_2018.13,13,Australian National University,Mount Stromolo Observatory,,Cotter Rd,WESTON CREEK,ACT,2611,Australia,"Cotter Rd, WESTON CREEK, ACT, 2611, Australia",University,-35.320813,149.007258,MULTIPOINT ((-35.320812999999994 149.007258))
aurin_national_education_dataset_universities_2018.14,14,Bond University,Gold Coast,,14 University Drive,ROBINA,QLD,4229,Australia,"14 University Drive,ROBINA,QLD,4229,Australia",University,-28.0730934,153.4166377,MULTIPOINT ((-28.0730934 153.41663769999997))
aurin_national_education_dataset_universities_2018.15,15,Bradford College,Adelaide,,132 Grenfell Street,ADELAIDE,SA,5000,Australia,"132 Grenfell Street,ADELAIDE,SA,5000,Australia",University,-34.9238397,138.6046255,MULTIPOINT ((-34.9238397 138.6046255))
aurin_national_education_dataset_universities_2018.16,16,Carnegie Mellon University,Adelaide,Torrens Building,220 Victoria Square,ADELAIDE,SA,5000,Australia,"220 Victoria Square,ADELAIDE,SA,5000,Australia",University,-34.928265,138.6012477,MULTIPOINT ((-34.928265 138.6012477))
aurin_national_education_dataset_universities_2018.17,17,Charles Darwin University,CDU Waterfront Darwin,,22 Kitchener Drive,DARWIN,NT,800,Australia,"22 Kitchener Drive,DARWIN,NT,0800,Australia",University,-12.4679443,130.845387,MULTIPOINT ((-12.4679443 130.845387))
aurin_national_education_dataset_universities_2018.18,18,Charles Darwin University,Head Office,,Ellengowan Drive,DARWIN,NT,800,Australia,"Ellengowan Drive,DARWIN,NT,0800,Australia",University,-12.374107,130.870219,MULTIPOINT ((-12.374107 130.870219))
aurin_national_education_dataset_universities_2018.19,19,Charles Darwin University,Casuarina,,Ellengowan Drive,CASUARINA,NT,810,Australia,"Ellengowan Drive,CASUARINA,NT,0810,Australia",University,-12.372836,130.870688,MULTIPOINT ((-12.372836 130.870688))
aurin_national_education_dataset_universities_2018.20,20,Charles Darwin University,Palmerston,,University Avenue,PALMERSTON,NT,830,Australia,"University Avenue,PALMERSTON,NT,0830,Australia",University,-12.475876,130.978636,MULTIPOINT ((-12.475876 130.978636))
aurin_national_education_dataset_universities_2018.21,21,Charles Darwin University,Katherine Town Centre,,19 Second Street,KATHERINE,NT,851,Australia,"19 Second Street,KATHERINE,NT,0851,Australia",University,-14.4610009,132.2637258,MULTIPOINT ((-14.4610009 132.2637258))
aurin_national_education_dataset_universities_2018.22,22,Charles Darwin University,Tennant Creek Centre,,65 Staunton Street,TENNANT CREEK,NT,860,Australia,"65 Staunton Street,TENNANT CREEK,NT,0860,Australia",University,-19.65247,134.1955986,MULTIPOINT ((-19.65247 134.1955986))
aurin_national_education_dataset_universities_2018.23,23,Charles Darwin University,Alice Springs,,17 Grevillea Dr,Sadadeen,NT,870,Australia,"17 Grevillea Dr,Sadadeen,NT,0870,Australia",University,-23.6983153,133.8973343,MULTIPOINT ((-23.6983153 133.89733429999998))
aurin_national_education_dataset_universities_2018.24,24,Charles Darwin University,Yulara Centre,,13 Winmati Street,YULARA,NT,872,Australia,"13 Winmati Street,YULARA,NT,0872,Australia",University,-25.234994,130.982947,MULTIPOINT ((-25.234994 130.982947))
aurin_national_education_dataset_universities_2018.25,25,Charles Darwin University,Nhulunbuy Campus,,Chesterfield Circuit,NHULUNBUY,NT,881,Australia,"Chesterfield Circuit,NHULUNBUY,NT,0881,Australia",University,-12.183099,136.784641,MULTIPOINT ((-12.183099 136.784641))
aurin_national_education_dataset_universities_2018.26,26,Charles Darwin University,Jabiru Centre,,1 Van Delft Street,JABIRU,NT,886,Australia,"1 Van Delft Street,JABIRU,NT,0886,Australia",University,-12.673551,132.831733,MULTIPOINT ((-12.673551 132.831733))
aurin_national_education_dataset_universities_2018.27,27,Charles Darwin University,CDU Sydney,,815 George Street,HAYMARKET,NSW,2000,Australia,"815 George Street,HAYMARKET,NSW,2000,Australia",University,-33.8828683,151.203438,MULTIPOINT ((-33.88286829999999 151.203438))
aurin_national_education_dataset_universities_2018.28,28,Charles Darwin University,CDU Melbourne,,271 Collins Street,MELBOURNE,VIC,3000,Australia,"271 Collins Street,MELBOURNE,VIC,3000,Australia",University,-37.8163179,144.9648676,MULTIPOINT ((-37.8163179 144.96486759999996))
aurin_national_education_dataset_universities_2018.29,29,Charles Sturt University,CSU Study Centre - Sydney,,63 Oxford Street,DARLINGHURST,NSW,2010,Australia,"63 Oxford Street,DARLINGHURST,NSW,2010,Australia",University,-33.8786466,151.2136407,MULTIPOINT ((-33.8786466 151.21364069999998))
aurin_national_education_dataset_universities_2018.30,30,Charles Sturt University,United Theological College,,16 Masons Drive,NORTH PARRAMATTA,NSW,2151,Australia,"16 Masons Drive,NORTH PARRAMATTA,NSW,2151,Australia",University,-33.791532,151.015931,MULTIPOINT ((-33.791532 151.015931))
aurin_national_education_dataset_universities_2018.31,31,Charles Sturt University,Port Macquarie,,7 Major Innes Road,PORT MACQUARIE,NSW,2444,Australia,"7 Major Innes Road,PORT MACQUARIE,NSW,2444,Australia",University,-31.457834,152.8761323,MULTIPOINT ((-31.457834 152.8761323))
aurin_national_education_dataset_universities_2018.32,32,Charles Sturt University,NSW Police Academy,,McDermott Drive,GOULBURN,NSW,2580,Australia,"McDermott Drive,GOULBURN,NSW,2580,Australia",University,-34.7347841,149.7288482,MULTIPOINT ((-34.7347841 149.7288482))
aurin_national_education_dataset_universities_2018.33,33,Charles Sturt University,St Mark's National Theological Centre,,15 Blackall Street,BARTON,ACT,2600,Australia,"15 Blackall Street,BARTON,ACT,2600,Australia",University,-35.305282,149.137431,MULTIPOINT ((-35.305282 149.137431))
aurin_national_education_dataset_universities_2018.34,34,Charles Sturt University,Albury-Wodonga,,Elizabeth Mitchell Drive,ALBURY,NSW,2640,Australia,"Elizabeth Mitchell Drive,ALBURY,NSW,2640,Australia",University,-36.038424,146.988998,MULTIPOINT ((-36.038424 146.988998))
aurin_national_education_dataset_universities_2018.35,35,Charles Sturt University,Wagga Wagga,,Boorooma Street,WAGGA WAGGA NORTH,NSW,2650,Australia,"Boorooma Street,WAGGA WAGGA NORTH,NSW,2650,Australia",University,-35.064925,147.359908,MULTIPOINT ((-35.064925 147.35990799999996))
aurin_national_education_dataset_universities_2018.36,36,Charles Sturt University,Bathurst,,Panorama Avenue,BATHURST,NSW,2795,Australia,"Panorama Avenue,BATHURST,NSW,2795,Australia",University,-33.4299722,149.566009,MULTIPOINT ((-33.4299722 149.56600899999998))
aurin_national_education_dataset_universities_2018.37,37,Charles Sturt University,Distance Education,,Panorama Avenue,BATHURST,NSW,2795,Australia,"Panorama Avenue,BATHURST,NSW,2795,Australia",University,-33.4299722,149.566009,MULTIPOINT ((-33.4299722 149.56600899999998))
aurin_national_education_dataset_universities_2018.38,38,Charles Sturt University,Orange,,Leeds Parade,ORANGE,NSW,2800,Australia,"Leeds Parade,ORANGE,NSW,2800,Australia",University,-33.246534,149.117662,MULTIPOINT ((-33.246534 149.117662))
aurin_national_education_dataset_universities_2018.39,39,Charles Sturt University,Dubbo,,Tony McGrane Place,DUBBO,NSW,2830,Australia,"Tony McGrane Place,DUBBO,NSW,2830,Australia",University,-32.2353248,148.6265377,MULTIPOINT ((-32.2353248 148.6265377))
aurin_national_education_dataset_universities_2018.40,40,Charles Sturt University,CSU Study Centre - Melbourne,,30 Church Lane,MELBOURNE,VIC,3000,Australia,"30 Church Lane,MELBOURNE,VIC,3000,Australia",University,-37.8170805,144.9575657,MULTIPOINT ((-37.8170805 144.9575657))
aurin_national_education_dataset_universities_2018.41,41,Charles Sturt University,CSU - Study Centre Brisbane,,119 Charlotte Street,BRISBANE,QLD,4000,Australia,"119 Charlotte Street,BRISBANE,QLD,4000,Australia",University,-27.4709603,153.0274702,MULTIPOINT ((-27.4709603 153.0274702))
aurin_national_education_dataset_universities_2018.42,42,CQ University,Sydney,,400 Kent Street,SYDNEY,NSW,2000,Australia,"400 Kent Street,SYDNEY,NSW,2000,Australia",University,-33.8715061,151.2051421,MULTIPOINT ((-33.8715061 151.2051421))
aurin_national_education_dataset_universities_2018.43,43,CQ University,Melbourne,,120 Spencer Street,MELBOURNE,VIC,3000,Australia,"120 Spencer Street,MELBOURNE,VIC,3000,Australia",University,-37.8182122,144.9543022,MULTIPOINT ((-37.8182122 144.9543022))
aurin_national_education_dataset_universities_2018.44,44,CQ University,Brisbane,,160 Ann Street,BRISBANE,QLD,4000,Australia,"160 Ann Street,BRISBANE,QLD,4000,Australia",University,-27.4673891,153.0242793,MULTIPOINT ((-27.4673891 153.0242793))
aurin_national_education_dataset_universities_2018.45,45,CQ University,Noosa,,90 Goodchap Street,NOOSAVILLE,QLD,4566,Australia,"90 Goodchap Street,NOOSAVILLE,QLD,4566,Australia",University,-26.4070899,153.0469837,MULTIPOINT ((-26.4070899 153.0469837))
aurin_national_education_dataset_universities_2018.46,46,CQ University,Bundaberg,,University Drive,BUNDABERG,QLD,4670,Australia,"University Drive,BUNDABERG,QLD,4670,Australia",University,-24.898898,152.312951,MULTIPOINT ((-24.898897999999996 152.312951))
aurin_national_education_dataset_universities_2018.47,47,CQ University,Gladstone City,,Derby Street,GLADSTONE,QLD,4680,Australia,"Derby Street,GLADSTONE,QLD,4680,Australia",University,-23.862584,151.268112,MULTIPOINT ((-23.862584 151.268112))
aurin_national_education_dataset_universities_2018.48,48,CQ University,Gladstone Marina,,Bryan Jordan Drive,GLADSTONE,QLD,4680,Australia,"Bryan Jordan Drive,GLADSTONE,QLD,4680,Australia",University,-23.8355774,151.2480403,MULTIPOINT ((-23.8355774 151.24804029999999))
aurin_national_education_dataset_universities_2018.49,49,CQ University,Rockhampton City,,Canning Street,ROCKHAMPTON,QLD,4700,Australia,"Canning Street,ROCKHAMPTON,QLD,4700,Australia",University,-23.384496,150.498229,MULTIPOINT ((-23.384496 150.498229))
aurin_national_education_dataset_universities_2018.50,50,CQ University,Rockhampton North,,Bruce Highway,NORTH ROCKHAMPTON,QLD,4701,Australia,"Bruce Highway,NORTH ROCKHAMPTON,QLD,4701,Australia",University,-23.325048,150.51952,MULTIPOINT ((-23.325048 150.51952))
aurin_national_education_dataset_universities_2018.51,51,CQ University,Biloela,,64 Valentine Plains Road,BILOELA,QLD,4715,Australia,"64 Valentine Plains Road,BILOELA,QLD,4715,Australia",University,-24.4108512,150.5215245,MULTIPOINT ((-24.410851199999996 150.5215245))
aurin_national_education_dataset_universities_2018.52,52,CQ University,Emerald,,Capricorn Highway,EMERALD,QLD,4720,Australia,"Capricorn Highway,EMERALD,QLD,4720,Australia",University,-23.525121,148.143667,MULTIPOINT ((-23.525121 148.143667))
aurin_national_education_dataset_universities_2018.53,53,CQ University,Mackay City,,Sydney Street,MACKAY,QLD,4740,Australia,"Sydney Street,MACKAY,QLD,4740,Australia",University,-21.145839,149.186217,MULTIPOINT ((-21.145839 149.186217))
aurin_national_education_dataset_universities_2018.54,54,CQ University,Mackay Ooralea,,Boundary Road Planlands,MACKAY,QLD,4740,Australia,"Boundary Road Planlands,MACKAY,QLD,4740,Australia",University ,-21.173604,149.141269,MULTIPOINT ((-21.173604 149.14126899999997))
aurin_national_education_dataset_universities_2018.55,55,CQ University,Townsville,,7 Finsbury Place,TOWNSVILLE,QLD,4810,Australia,"7 Finsbury Place,TOWNSVILLE,QLD,4810,Australia",University,-19.2661954,146.8121204,MULTIPOINT ((-19.266195399999997 146.8121204))
aurin_national_education_dataset_universities_2018.56,56,CQ University,Cairns,,Cnr Abbott & Shields Streets,CAIRNS,QLD,4870,Australia,"Cnr Abbott & Shields Streets,CAIRNS,QLD,4870,Australia",University ,-16.9207122,145.7768568,MULTIPOINT ((-16.920712199999997 145.77685679999996))
aurin_national_education_dataset_universities_2018.57,57,CQ University,Adelaide,,44 Greenhill Road,WAYVILLE,SA,5034,Australia,"44 Greenhill Road,WAYVILLE,SA,5034,Australia",University,-34.9422095,138.5908081,MULTIPOINT ((-34.9422095 138.5908081))
aurin_national_education_dataset_universities_2018.58,58,CQ University,Perth,,10 William Street,PERTH,WA,6000,Australia,"10 William Street,PERTH,WA,6000,Australia",University,-31.9555214,115.8564275,MULTIPOINT ((-31.9555214 115.8564275))
aurin_national_education_dataset_universities_2018.59,59,Curtin University,Graduate School of Business,,78 Murray Street,PERTH,WA,6000,Australia,"78 Murray Street,PERTH,WA,6000,Australia",University,-31.9542366,115.8632801,MULTIPOINT ((-31.9542366 115.86328009999998))
aurin_national_education_dataset_universities_2018.60,60,Curtin University,Curtin Law School,,57 Murray Street,PERTH,WA,6000,Australia,"57 Murray Street,PERTH,WA,6000,Australia",University,-31.9546537,115.8635279,MULTIPOINT ((-31.9546537 115.8635279))
aurin_national_education_dataset_universities_2018.61,61,Curtin University,St Georges Terrace,,139 St Georges Tce,PERTH,WA,6000,Australia,"139 St Georges Tce,PERTH,WA,6000,Australia",University,-31.954319,115.854649,MULTIPOINT ((-31.954318999999998 115.85464900000001))
aurin_national_education_dataset_universities_2018.62,62,Curtin University,Bentley,,Kent Street,BENTLEY,WA,6102,Australia,"Kent Street,BENTLEY,WA,6102,Australia",University,-32.0032926,115.8944804,MULTIPOINT ((-32.0032926 115.8944804))
aurin_national_education_dataset_universities_2018.63,63,Curtin University,Kalgoorlie,,Egan Street,KALGOORLIE,WA,6430,Australia,"Egan Street,KALGOORLIE,WA,6430,Australia",University,-30.7489279,121.4740592,MULTIPOINT ((-30.7489279 121.47405919999999))
aurin_national_education_dataset_universities_2018.64,64,Deakin University,Burwood,,221 Burwood Highway,BURWOOD,VIC,3125,Australia,"221 Burwood Highway,BURWOOD,VIC,3125,Australia",University,-37.8467404,145.1151129,MULTIPOINT ((-37.846740399999995 145.1151129))
aurin_national_education_dataset_universities_2018.65,65,Deakin University,Waurn Ponds,,Pigdons Road Waurn Ponds,GEELONG,VIC,3216,Australia,"Pigdons Road Waurn Ponds,GEELONG,VIC,3216,Australia",University ,-38.1983725,144.2988104,MULTIPOINT ((-38.1983725 144.2988104))
aurin_national_education_dataset_universities_2018.66,66,Deakin University,Waterfront,,1 Gheringhap Street,GEELONG,VIC,3220,Australia,"1 Gheringhap Street,GEELONG,VIC,3220,Australia",University,-38.1435006,144.3596982,MULTIPOINT ((-38.1435006 144.3596982))
aurin_national_education_dataset_universities_2018.67,67,Deakin University,Warrnambool,,Princess Highway,WARRNAMBOOL,VIC,3280,Australia,"Princess Highway,WARRNAMBOOL,VIC,3280,Australia",University,-38.391417,142.538222,MULTIPOINT ((-38.39141699999999 142.538222))
aurin_national_education_dataset_universities_2018.68,68,Edith Cowan University,Joondalup,,270 Joondalup Drive,JOONDALUP,WA,6027,Australia,"270 Joondalup Drive,JOONDALUP,WA,6027,Australia",University,-31.7516555,115.772692,MULTIPOINT ((-31.751655499999995 115.772692))
aurin_national_education_dataset_universities_2018.69,69,Edith Cowan University,Mount Lawley,,2 Bradford Street,MOUNT LAWLEY,WA,6050,Australia,"2 Bradford Street,MOUNT LAWLEY,WA,6050,Australia",University,-31.9193461,115.8694542,MULTIPOINT ((-31.9193461 115.86945420000002))
aurin_national_education_dataset_universities_2018.70,70,Edith Cowan University,South West,,Robertson Drive,BUNBURY,WA,6230,Australia,"Robertson Drive,BUNBURY,WA,6230,Australia",University,-33.3669103,115.6532438,MULTIPOINT ((-33.3669103 115.65324379999998))
aurin_national_education_dataset_universities_2018.71,71,Federation University Australia,Camp Street (Ballarat),,Camp Street,BALLARAT,VIC,3350,Australia,"Camp Street,BALLARAT,VIC,3350,Australia",University,-37.5612738,143.858911,MULTIPOINT ((-37.5612738 143.858911))
aurin_national_education_dataset_universities_2018.72,72,Federation University Australia,Wendouree (Rural Science),,Gillies Street,WENDOUREE,VIC,3350,Australia,"Gillies Street,WENDOUREE,VIC,3350,Australia",University,-37.5417237,143.82245,MULTIPOINT ((-37.5417237 143.82245))
aurin_national_education_dataset_universities_2018.73,73,Federation University Australia,SMB (Ballarat),,Lydiard Street South,BALLARAT,VIC,3350,Australia,"Lydiard Street South,BALLARAT,VIC,3350,Australia",University,-37.5654017,143.857426,MULTIPOINT ((-37.5654017 143.857426))
aurin_national_education_dataset_universities_2018.74,74,Federation University Australia,Mount Helen (Ballarat),,University Drive Mount Helen,BALLARAT,VIC,3350,Australia,"University Drive Mount Helen,BALLARAT,VIC,3350,Australia",University ,-37.626441,143.8910952,MULTIPOINT ((-37.62644099999999 143.8910952))
aurin_national_education_dataset_universities_2018.75,75,Federation University Australia,Head office,,University Drive Mount Helen,BALLARAT,VIC,3350,Australia,"University Drive Mount Helen,BALLARAT,VIC,3350,Australia",University,-37.565409,143.857545,MULTIPOINT ((-37.565409 143.857545))
aurin_national_education_dataset_universities_2018.76,76,Federation University Australia,Mount Rowan (Rural Science),,Rose Hill Road,MOUNT ROWAN,VIC,3352,Australia,"Rose Hill Road,MOUNT ROWAN,VIC,3352,Australia",University,-37.5060127,143.8469921,MULTIPOINT ((-37.5060127 143.8469921))
aurin_national_education_dataset_universities_2018.77,77,Federation University Australia,Wimmera (Horsham),,Baillie Street,HORSHAM,VIC,3400,Australia,"Baillie Street,HORSHAM,VIC,3400,Australia",University,-36.7123361,142.1850431,MULTIPOINT ((-36.7123361 142.1850431))
aurin_national_education_dataset_universities_2018.78,78,Federation University Australia,Berwick,,100 Clyde Road,BERWICK,VIC,3806,Australia,"100 Clyde Road,BERWICK,VIC,3806,Australia",University,-38.0404323,145.3396478,MULTIPOINT ((-38.0404323 145.3396478))
aurin_national_education_dataset_universities_2018.79,79,Federation University Australia,Gippsland (Churchill),,Northways Road,CHURCHILL,VIC,3842,Australia,"Northways Road,CHURCHILL,VIC,3842,Australia",University,-38.311211,146.429409,MULTIPOINT ((-38.311211 146.429409))
aurin_national_education_dataset_universities_2018.80,80,Federation University Australia,Brisbane,,333 Ann Street,BRISBANE,QLD,4000,Australia,"333 Ann Street,BRISBANE,QLD,4000,Australia",University,-27.464929,153.028383,MULTIPOINT ((-27.464929 153.028383))
aurin_national_education_dataset_universities_2018.81,81,Flinders University,Victoria Square,,182 Victoria Square,ADELAIDE,SA,5000,Australia,"182 Victoria Square,ADELAIDE,SA,5000,Australia",University,-34.9273065,138.6010834,MULTIPOINT ((-34.9273065 138.6010834))
aurin_national_education_dataset_universities_2018.82,82,Flinders University,Adelaide College of Divinity,,34 Lipsett Terrace,BROOKYLN PARK,SA,5032,Australia,"34 Lipsett Terrace,BROOKYLN PARK,SA,5032,Australia",University,-34.93074,138.5484349,MULTIPOINT ((-34.93074 138.5484349))
aurin_national_education_dataset_universities_2018.83,83,Flinders University,Online,,Sturt Road,BEDFORD PARK,SA,5042,Australia,"Sturt Road,BEDFORD PARK,SA,5042,Australia",University,-35.0174045,138.5711745,MULTIPOINT ((-35.0174045 138.57117449999998))
aurin_national_education_dataset_universities_2018.84,84,Flinders University,Tonsley,,1284 South Road,TONSLEY,SA,5042,Australia,"1284 South Road,TONSLEY,SA,5042,Australia",University,-35.009234,138.571179,MULTIPOINT ((-35.009234 138.571179))
aurin_national_education_dataset_universities_2018.85,85,Flinders University,Bedford Park,,Sturt Road,BEDFORD PARK,SA,5042,Australia,"Sturt Road,BEDFORD PARK,SA,5042,Australia",University,-35.025596,138.571596,MULTIPOINT ((-35.025596 138.571596))
aurin_national_education_dataset_universities_2018.86,86,Flinders University,Riverland,Renmark & Paringa District Hospital,Ral Ral Avenue,RENMARK,SA,5341,Australia,"Ral Ral Avenue,RENMARK,SA,5341,Australia",University,-34.1653092,140.7449162,MULTIPOINT ((-34.1653092 140.7449162))
aurin_national_education_dataset_universities_2018.87,87,Griffith University,"South Bank, Graduate Centre",,226 Grey Street,SOUTH BANK,QLD,4101,Australia,"226 Grey Street,SOUTH BANK,QLD,4101,Australia",University,-27.481707,153.024048,MULTIPOINT ((-27.481707 153.024048))
aurin_national_education_dataset_universities_2018.88,88,Griffith University,"South Bank, Qld College of Art",,226 Grey Street,SOUTH BANK,QLD,4101,Australia,"226 Grey Street,SOUTH BANK,QLD,4101,Australia",University,-27.481707,153.024048,MULTIPOINT ((-27.481707 153.024048))
aurin_national_education_dataset_universities_2018.89,89,Griffith University,"South Bank, Qld Conservatorium",,140 Grey Street,SOUTH BANK,QLD,4101,Australia,"140 Grey Street,SOUTH BANK,QLD,4101,Australia",University,-27.476883,153.020829,MULTIPOINT ((-27.476883 153.020829))
aurin_national_education_dataset_universities_2018.90,90,Griffith University,Nathan,,170 Kessels Road,NATHAN,QLD,4111,Australia,"170 Kessels Road,NATHAN,QLD,4111,Australia",University,-27.5538722,153.053693,MULTIPOINT ((-27.5538722 153.053693))
aurin_national_education_dataset_universities_2018.91,91,Griffith University,Mount Gravatt,,176 Messines Ridge Road,MOUNT GRAVATT,QLD,4122,Australia,"176 Messines Ridge Road,MOUNT GRAVATT,QLD,4122,Australia",University,-27.543024,153.066716,MULTIPOINT ((-27.543024 153.066716))
aurin_national_education_dataset_universities_2018.92,92,Griffith University,Logan,,University Drive,MEADOWBROOK,QLD,4131,Australia,"University Drive,MEADOWBROOK,QLD,4131,Australia",University,-27.664326,153.152931,MULTIPOINT ((-27.664326 153.152931))
aurin_national_education_dataset_universities_2018.93,93,Griffith University,Gold Coast,,Parklands Drive,SOUTHPORT,QLD,4215,Australia,"Parklands Drive,SOUTHPORT,QLD,4215,Australia",University,-27.9620592,153.3800044,MULTIPOINT ((-27.9620592 153.3800044))
aurin_national_education_dataset_universities_2018.94,94,James Cook University,Brisbane,,349 Queen Street,BRISBANE,QLD,4000,Australia,"349 Queen Street,BRISBANE,QLD,4000,Australia",University,-27.4666044,153.0294119,MULTIPOINT ((-27.4666044 153.0294119))
aurin_national_education_dataset_universities_2018.95,95,James Cook University,Townsville,,James Cook Drive,TOWNSVILLE,QLD,4811,Australia,"James Cook Drive,TOWNSVILLE,QLD,4811,Australia",University ,-19.3276927,146.7565073,MULTIPOINT ((-19.3276927 146.75650729999998))
aurin_national_education_dataset_universities_2018.96,96,James Cook University,Cairns,,McGregor Road,SMITHFIELD,QLD,4878,Australia,"McGregor Road,SMITHFIELD,QLD,4878,Australia",University,-16.8182489,145.6879262,MULTIPOINT ((-16.8182489 145.6879262))
aurin_national_education_dataset_universities_2018.97,97,La Trobe University,Sydney,,11 York Street,SYDNEY,NSW,2000,Australia,"11 York Street,SYDNEY,NSW,2000,Australia",University,-33.875641,151.209343,MULTIPOINT ((-33.875641 151.209343))
aurin_national_education_dataset_universities_2018.98,98,La Trobe University,Franklin Street,,215 Franklin Street,MELBOURNE,VIC,3000,Australia,"215 Franklin Street,MELBOURNE,VIC,3000,Australia",University,-37.8096983,144.9576206,MULTIPOINT ((-37.8096983 144.95762059999998))
aurin_national_education_dataset_universities_2018.99,99,La Trobe University,City,,360 Collins Street,MELBOURNE,VIC,3000,Australia,"360 Collins Street,MELBOURNE,VIC,3000,Australia",University,-37.8163859,144.962315,MULTIPOINT ((-37.8163859 144.96231499999996))
aurin_national_education_dataset_universities_2018.100,100,La Trobe University,Melbourne,,Kingsbury Drive,BUNDOORA,VIC,3086,Australia,"Kingsbury Drive,BUNDOORA,VIC,3086,Australia",University,-37.7206671,145.048414,MULTIPOINT ((-37.7206671 145.048414))
aurin_national_education_dataset_universities_2018.101,101,La Trobe University,Mildura,,471 Benetook Avenue,MILDURA,VIC,3500,Australia,"471 Benetook Avenue,MILDURA,VIC,3500,Australia",University,-34.2056162,142.1666629,MULTIPOINT ((-34.2056162 142.16666289999998))
aurin_national_education_dataset_universities_2018.102,102,La Trobe University,Bendigo,,Edwards Road,FLORA HILL,VIC,3550,Australia,"Edwards Road,FLORA HILL,VIC,3550,Australia",University,-36.7808142,144.2999769,MULTIPOINT ((-36.7808142 144.2999769))
aurin_national_education_dataset_universities_2018.103,103,La Trobe University,Shepparton,,210 Fryers Street,SHEPPARTON,VIC,3630,Australia,"210 Fryers Street,SHEPPARTON,VIC,3630,Australia",University,-36.3804587,145.4065274,MULTIPOINT ((-36.38045869999999 145.4065274))
aurin_national_education_dataset_universities_2018.104,104,La Trobe University,Albury-Wodonga,,University Drive,WODONGA,VIC,3690,Australia,"University Drive,WODONGA,VIC,3690,Australia",University,-36.1114034,146.8488051,MULTIPOINT ((-36.1114034 146.8488051))
aurin_national_education_dataset_universities_2018.105,105,Macquarie University,Sydney Applied Finance Centre,,10 Spring Street,SYDNEY,NSW,2000,Australia,"10 Spring Street,SYDNEY,NSW,2000,Australia",University,-33.8666126,151.2083917,MULTIPOINT ((-33.8666126 151.2083917))
